Taxon_Group,Taxon_orig,Taxon_v2,Changed,Rationale,NonTarget,OTU_MTTI,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Diptera,Chaoborus,Chaoborus,no,,FALSE,DNI,Chaoborus,125904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Chaoborinae,,,Chaoborus,,,,,
Diptera,Eucorethra underwoodi,Eucorethra,yes,Single species in Genus,FALSE,DNI,Eucorethra,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,
Diptera,Eucorethra,Eucorethra,no,Single species in Genus,FALSE,DNI,Eucorethra,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,
Diptera,Chaoboridae,Chaoboridae,no,,FALSE,DNI,Chaoboridae,125886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,,,,,,,,,
Chironomidae,Apedilum,Apedilum,no,,FALSE,Apedilum,Apedilum,206655,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Apedilum,,,,,
Chironomidae,Chironomus,Chironomus,no,,FALSE,Chironomus,Chironomus,129254,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Chironomus,,,,,
Chironomidae,Cladopelma,Cladopelma,no,,FALSE,DNI,Cladopelma,129350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cladopelma,,,,,
Chironomidae,Cryptochironomus,Cryptochironomus,no,,FALSE,Cryptochironomus,Cryptochironomus,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,
Chironomidae,Cryptotendipes,Cryptotendipes,no,,FALSE,DNI,Cryptotendipes,129394,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,,,
Chironomidae,Demicryptochironomus,Demicryptochironomus,no,,FALSE,DNI,Demicryptochironomus,129421,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,,,
Chironomidae,Dicrotendipes,Dicrotendipes,no,,FALSE,Dicrotendipes,Dicrotendipes,129428,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,,,,
Chironomidae,Endochironomus,Endochironomus,no,,FALSE,DNI,Endochironomus,129470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endochironomus,,,,,
Chironomidae,Endotribelos hesperium,Endotribelos,yes,,FALSE,DNI,Endotribelos,130046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endotribelos,,,,,
Chironomidae,Endotribelos,Endotribelos,no,,FALSE,DNI,Endotribelos,130046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endotribelos,,,,,
Chironomidae,Glyptotendipes,Glyptotendipes,no,,FALSE,DNI,Glyptotendipes,129483,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,,,,
Chironomidae,Harnischia,Harnischia,no,,FALSE,DNI,Harnischia,129516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Harnischia,,,,,
Chironomidae,Kiefferulus,Kiefferulus,no,,FALSE,DNI,Kiefferulus,129522,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Kiefferulus,,,,,
Chironomidae,Lauterborniella agrayloides,Lauterborniella,yes,,FALSE,DNI,Lauterborniella,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Chironomidae,Lauterborniella,Lauterborniella,no,,FALSE,DNI,Lauterborniella,129525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Lauterborniella,,,,,
Chironomidae,Microchironomus,Microchironomus,no,,FALSE,DNI,Microchironomus,129532,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microchironomus,,,,,
Chironomidae,Microtendipes Pedellus gr.,Microtendipes pedellus group,yes,FORMATTING,FALSE,Microtendipes,Microtendipes pedellus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes pedellus group,Microtendipes pedellus group,no,FORMATTING,FALSE,Microtendipes,Microtendipes pedellus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Chironomidae,Microtendipes rydalensis group,Microtendipes rydalensis group,no,FORMATTING,FALSE,Microtendipes,Microtendipes rydalensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes rydalensis,Microtendipes rydalensis group,yes,FORMATTING,FALSE,Microtendipes,Microtendipes rydalensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes Rydalensis Gr.,Microtendipes rydalensis group,yes,FORMATTING,FALSE,Microtendipes,Microtendipes rydalensis group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Chironomidae,Microtendipes,Microtendipes,no,,FALSE,Microtendipes,Microtendipes,129535,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,
Chironomidae,Nilothauma,Nilothauma,no,,FALSE,DNI,Nilothauma,129548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,
Chironomidae,Pagastiella,Pagastiella,no,,FALSE,DNI,Pagastiella,129561,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,
Chironomidae,Parachironomus,Parachironomus,no,,FALSE,DNI,Parachironomus,129564,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,
Chironomidae,Paracladopelma,Paracladopelma,no,,FALSE,Paracladopelma,Paracladopelma,129597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,
Chironomidae,Paralauterborniella,Paralauterborniella,no,"Single species in Genus, historic spelling issues",FALSE,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohalterale,Paralauterborniella,yes,"Single species in Genus, historic spelling issues",FALSE,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohaltere,Paralauterborniella,yes,"Single species in Genus, historic spelling issues",FALSE,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paralauterborniella nigrohalteralis,Paralauterborniella,yes,"Single species in Genus, historic spelling issues",FALSE,Paralauterborniella,Paralauterborniella,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Chironomidae,Paratendipes,Paratendipes,no,,FALSE,Paratendipes,Paratendipes,129623,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,
Chironomidae,Phaenopsectra,Phaenopsectra,no,,FALSE,Phaenopsectra,Phaenopsectra,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Chironomidae,Phaenopsectra punctipes group,Phaenopsectra,yes,,FALSE,Phaenopsectra,Phaenopsectra,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Chironomidae,Polypedilum aviceps,Polypedilum,yes,,FALSE,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum tritum,Polypedilum,yes,,FALSE,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum,Polypedilum,no,,FALSE,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Polypedilum scalaenum Group,Polypedilum,yes,,FALSE,Polypedilum,Polypedilum,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Chironomidae,Robackia,Robackia,no,,FALSE,Robackia,Robackia,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
Chironomidae,Robackia demeijerei,Robackia,yes,,FALSE,Robackia,Robackia,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
Chironomidae,Saetheria,Saetheria,no,,FALSE,DNI,Saetheria,129735,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,
Chironomidae,Sergentia,Sergentia,no,,FALSE,DNI,Sergentia,129739,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,
Chironomidae,Stenochironomus,Stenochironomus,no,,FALSE,Stenochironomus,Stenochironomus,129746,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,
Chironomidae,Stictochironomus,Stictochironomus,no,,FALSE,Stictochironomus,Stictochironomus,129785,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,,,
Chironomidae,Tribelos jucundus,Tribelos,yes,,FALSE,Tribelos,Tribelos,129820,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,,,
Chironomidae,Tribelos,Tribelos,no,,FALSE,Tribelos,Tribelos,129820,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,,,
Chironomidae,Xenochironomus xenolabis,Xenochironomus,yes,Single species in Genus,FALSE,DNI,Xenochironomus,129837,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,,,
Chironomidae,Xenochironomus,Xenochironomus,no,Single species in Genus,FALSE,DNI,Xenochironomus,129837,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,,,
Chironomidae,Chironomini,Chironomini,no,,FALSE,DNI,Chironomini,129229,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,,,,,,
Chironomidae,Pseudochironomus,Pseudochironomus,no,,FALSE,Pseudochironomus,Pseudochironomus,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,
Chironomidae,Pseudochironomini,Pseudochironomini,no,,FALSE,DNI,Pseudochironomini,129850,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,,,,,,
Chironomidae,Cladotanytarsus,Cladotanytarsus,no,,FALSE,Cladotanytarsus,Cladotanytarsus,129873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Cladotanytarsus,,,,,
Chironomidae,Constempellina sp. C,Constempellina,yes,,FALSE,Constempellina,Constempellina,129884,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,
Chironomidae,Constempellina,Constempellina,no,,FALSE,Constempellina,Constempellina,129884,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,
Chironomidae,Krenopsectra,Krenopsectra,no,,FALSE,DNI,Krenopsectra,129889,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Krenopsectra,,,,,
Chironomidae,Micropsectra,Micropsectra,no,,FALSE,Micropsectra,Micropsectra,129890,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,
Chironomidae,Paratanytarsus,Paratanytarsus,no,,FALSE,Paratanytarsus,Paratanytarsus,129935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,,,
Chironomidae,Rheotanytarsus exiguus Group,Rheotanytarsus,yes,,FALSE,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus pellucidus Group,Rheotanytarsus,yes,,FALSE,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus,Rheotanytarsus,no,,FALSE,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Stempellina,Stempellina,no,,FALSE,Stempellina,Stempellina,129962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,
Chironomidae,Stempellinella,Stempellinella,no,,FALSE,Stempellinella,Stempellinella,129969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,
Chironomidae,Sublettea coffmani,Sublettea,yes,,FALSE,Sublettea,Sublettea,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,
Chironomidae,Sublettea,Sublettea,no,,FALSE,Sublettea,Sublettea,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,
Chironomidae,Tanytarsus,Tanytarsus,no,,FALSE,Tanytarsus,Tanytarsus,129978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,,,
Chironomidae,Zavrelia,Zavrelia,no,,FALSE,DNI,Zavrelia,130038,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Zavrelia,,,,,
Chironomidae,Micropsectra/Tanytarsus,Tanytarsini,yes,,FALSE,DNI,Tanytarsini,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Stempellinella/Zavrelia,Tanytarsini,yes,,FALSE,DNI,Tanytarsini,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Tanytarsini,Tanytarsini,no,,FALSE,DNI,Tanytarsini,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Virgatanytarsus,Tanytarsini,yes,,FALSE,DNI,Tanytarsini,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironomidae,Chironominae,Chironominae,no,,FALSE,DNI,Chironominae,129228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,,,,,,,,
Chironomidae,Chironomus/Einfeldia,Chironominae,yes,,FALSE,DNI,Chironominae,129228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,,,,,,,,
Chironomidae,Phaenopsectra/Tribelos,Chironominae,yes,,FALSE,DNI,Chironominae,129228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,,,,,,,,
Chironomidae,Boreoheptagyia,Boreoheptagyia,no,,FALSE,Boreoheptagyia,Boreoheptagyia,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
Chironomidae,Diamesa,Diamesa,no,,FALSE,Diamesa,Diamesa,128355,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Diamesa,,,,,
Chironomidae,Pagastia,Pagastia,no,,FALSE,Pagastia,Pagastia,128401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pagastia,,,,,
Chironomidae,Potthastia gaedii group,Potthastia gaedii group,no,spelling and formatting,FALSE,Potthastia,Potthastia gaedii group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,
Chironomidae,Potthastia Gaedii Gr.,Potthastia gaedii group,yes,spelling and formatting,FALSE,Potthastia,Potthastia gaedii group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,
Chironomidae,Potthastia longimanus group,Potthastia longimanus group,no,spelling and formatting,FALSE,Potthastia,Potthastia longimanus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,
Chironomidae,Potthastia Longimana Group,Potthastia longimanus group,yes,spelling and formatting,FALSE,Potthastia,Potthastia longimanus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,
Chironomidae,Potthastia Longimanus Gr.,Potthastia longimanus group,yes,spelling and formatting,FALSE,Potthastia,Potthastia longimanus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,
Chironomidae,Potthastia,Potthastia,no,,FALSE,Potthastia,Potthastia,128408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,
Chironomidae,Pseudodiamesa,Pseudodiamesa,no,,FALSE,Pseudodiamesa,Pseudodiamesa,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,
Chironomidae,Sympotthastia,Sympotthastia,no,,FALSE,DNI,Sympotthastia,128426,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Sympotthastia,,,,,
Chironomidae,Protanypus,Protanypus,no,,FALSE,DNI,Protanypus,128431,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,
Chironomidae,Diamesinae,Diamesinae,no,,FALSE,DNI,Diamesinae,128341,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,,,,,,,,
Chironomidae,Acamptocladius,Acamptocladius,no,,FALSE,DNI,Acamptocladius,128460,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acamptocladius,,,,,
Chironomidae,Acricotopus,Acricotopus,no,,FALSE,DNI,Acricotopus,128463,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acricotopus,,,,,
Chironomidae,Allocladius,Allocladius,no,,FALSE,DNI,Allocladius,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Allocladius,,,,,
Chironomidae,Brillia,Brillia,no,,FALSE,Brillia,Brillia,128477,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Brillia,,,,,
Chironomidae,Brillia parva,Brillia,yes,,FALSE,Brillia,Brillia,128477,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Brillia,,,,,
Chironomidae,Bryophaenocladius,Bryophaenocladius,no,,FALSE,DNI,Bryophaenocladius,128488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Bryophaenocladius,,,,,
Chironomidae,Cardiocladius,Cardiocladius,no,,FALSE,Cardiocladius,Cardiocladius,128511,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,,,
Chironomidae,Cardiocladius albiplumus,Cardiocladius,yes,,FALSE,Cardiocladius,Cardiocladius,128511,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,,,
Chironomidae,Cardiocladius obscurus,Cardiocladius,yes,,FALSE,Cardiocladius,Cardiocladius,128511,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,,,
Chironomidae,Chaetocladius,Chaetocladius,no,,FALSE,Chaetocladius,Chaetocladius,128520,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Chaetocladius,,,,,
Chironomidae,Chaetocladius ligni,Chaetocladius,yes,,FALSE,Chaetocladius,Chaetocladius,128520,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Chaetocladius,,,,,
Chironomidae,Compterosmittia,Compterosmittia,no,,FALSE,DNI,Compterosmittia,128559,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Compterosmittia,,,,,
Chironomidae,Corynoneura,Corynoneura,no,,FALSE,Corynoneura,Corynoneura,128563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Corynoneura,,,,,
Chironomidae,Cricotopus bicinctus group,Cricotopus bicinctus group,no,FORMATTING,FALSE,Cricotopus bicinctus group,Cricotopus bicinctus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus Bicinctus Gr.,Cricotopus bicinctus group,yes,FORMATTING,FALSE,Cricotopus bicinctus group,Cricotopus bicinctus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus bicinctus,Cricotopus bicinctus group,yes,FORMATTING,FALSE,Cricotopus bicinctus group,Cricotopus bicinctus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus tremulus group,Cricotopus tremulus group,no,FORMATTING,FALSE,DNI,Cricotopus tremulus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus Tremulus Gr.,Cricotopus tremulus group,yes,FORMATTING,FALSE,DNI,Cricotopus tremulus group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus trifascia group,Cricotopus trifascia group,no,FORMATTING,FALSE,Cricotopus trifascia group,Cricotopus trifascia group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
